0.0000, 2.9842
1.0000, 3.1165
2.0000, 3.2473
3.0000, 3.3750
4.0000, 3.4981
5.0000, 3.6146
6.0000, 3.7208
7.0000, 3.8117
8.0000, 3.8826
9.0000, 3.9293
10.0000, 3.9589
11.0000, 3.9856
12.0000, 4.0242
13.0000, 4.0886
14.0000, 4.1763
15.0000, 4.2662
16.0000, 4.3360
17.0000, 4.3637
18.0000, 4.3404
19.0000, 4.2811
20.0000, 4.2035
21.0000, 4.1253
22.0000, 4.0594
23.0000, 4.0040
24.0000, 3.9547
25.0000, 3.9069
26.0000, 3.8560
27.0000, 3.7963
28.0000, 3.7219
29.0000, 3.6268
30.0000, 3.5064
31.0000, 3.3692
32.0000, 3.2310
33.0000, 3.1077
34.0000, 3.0142
35.0000, 2.9509
36.0000, 2.9047
37.0000, 2.8623
38.0000, 2.8105
39.0000, 2.7411
40.0000, 2.6537
41.0000, 2.5483
42.0000, 2.4250
43.0000, 2.2875
44.0000, 2.1476
45.0000, 2.0184
46.0000, 1.9131
47.0000, 1.8421
48.0000, 1.8058
49.0000, 1.8020
50.0000, 1.8285
51.0000, 1.8827
52.0000, 1.9612
53.0000, 2.0597
54.0000, 2.1741
55.0000, 2.3002
56.0000, 2.4340
57.0000, 2.5711
58.0000, 2.7074
59.0000, 2.8388
60.0000, 2.9640
61.0000, 3.0850
62.0000, 3.2038
63.0000, 3.3225
64.0000, 3.4412
65.0000, 3.5560
66.0000, 3.6627
67.0000, 3.7572
68.0000, 3.8360
69.0000, 3.8989
70.0000, 3.9458
71.0000, 3.9768
72.0000, 3.9918
73.0000, 3.9889
74.0000, 3.9656
75.0000, 3.9194
76.0000, 3.8492
77.0000, 3.7647
78.0000, 3.6817
79.0000, 3.6161
80.0000, 3.5831
81.0000, 3.5808
82.0000, 3.5924
83.0000, 3.6007
84.0000, 3.5887
85.0000, 3.5547
86.0000, 3.5187
87.0000, 3.5027
88.0000, 3.5285
89.0000, 3.6083
90.0000, 3.7318
91.0000, 3.8853
92.0000, 4.0550
93.0000, 4.2283
94.0000, 4.3977
95.0000, 4.5566
96.0000, 4.6984
97.0000, 4.8168
98.0000, 4.9064
99.0000, 4.9619
100.0000, 4.9784
101.0000, 4.9516
102.0000, 4.8886
103.0000, 4.8044
104.0000, 4.7142
105.0000, 4.6328
106.0000, 4.5668
107.0000, 4.5130
108.0000, 4.4678
109.0000, 4.4275
110.0000, 4.3894
111.0000, 4.3528
112.0000, 4.3172
113.0000, 4.2819
114.0000, 4.2465
115.0000, 4.2105
116.0000, 4.1737
117.0000, 4.1356
118.0000, 4.0964
119.0000, 4.0573
120.0000, 4.0203
121.0000, 3.9871
122.0000, 3.9597
123.0000, 3.9378
124.0000, 3.9207
125.0000, 3.9075
126.0000, 3.8970
127.0000, 3.8866
128.0000, 3.8718
129.0000, 3.8480
130.0000, 3.8107
131.0000, 3.7599
132.0000, 3.7015
133.0000, 3.6418
134.0000, 3.5873
135.0000, 3.5427
136.0000, 3.5083
137.0000, 3.4837
138.0000, 3.4689
139.0000, 3.4635
140.0000, 3.4685
141.0000, 3.4847
142.0000, 3.5131
143.0000, 3.5542
144.0000, 3.6058
145.0000, 3.6643
146.0000, 3.7264
147.0000, 3.7885
148.0000, 3.8483
149.0000, 3.9041
150.0000, 3.9543
151.0000, 3.9973
152.0000, 4.0340
153.0000, 4.0680
154.0000, 4.1032
155.0000, 4.1376
156.0000, 4.1597
157.0000, 4.1826
158.0000, 4.2054
159.0000, 4.2270
160.0000, 4.2467
161.0000, 4.2635
162.0000, 4.2764
163.0000, 4.2845
164.0000, 4.2852
165.0000, 4.2697
166.0000, 4.2442
167.0000, 4.2159
168.0000, 4.1908
169.0000, 4.1659
170.0000, 4.1333
171.0000, 4.0851
172.0000, 4.0138
173.0000, 3.9222
174.0000, 3.8223
175.0000, 3.7265
176.0000, 3.6470
177.0000, 3.5923
178.0000, 3.5653
179.0000, 3.5688
180.0000, 3.6053
181.0000, 3.6739
182.0000, 3.7657
183.0000, 3.8705
184.0000, 3.9783
185.0000, 4.0806
186.0000, 4.1759
187.0000, 4.2646
188.0000, 4.3468
189.0000, 4.4231
190.0000, 4.4955
191.0000, 4.5668
192.0000, 4.6397
193.0000, 4.7166
194.0000, 4.7956
195.0000, 4.8720
196.0000, 4.9408
