timestamp,value
2015-12-07T08:56:00Z,30.1893
2015-12-07T08:57:00Z,30.1354
2015-12-07T08:58:00Z,30.0785
2015-12-07T08:59:00Z,30.0214
2015-12-07T09:00:00Z,29.9663
2015-12-07T09:01:00Z,29.9132
2015-12-07T09:02:00Z,29.86
2015-12-07T09:03:00Z,29.8043
2015-12-07T09:04:00Z,29.7439
2015-12-07T09:05:00Z,29.6799
2015-12-07T09:06:00Z,29.6187
2015-12-07T09:07:00Z,29.5669
2015-12-07T09:08:00Z,29.5315
2015-12-07T09:09:00Z,29.5158
2015-12-07T09:10:00Z,29.5151
2015-12-07T09:11:00Z,29.5237
2015-12-07T09:12:00Z,29.5357
2015-12-07T09:13:00Z,29.5478
2015-12-07T09:14:00Z,29.5676
2015-12-07T09:15:00Z,29.6054
2015-12-07T09:16:00Z,29.6715
2015-12-07T09:17:00Z,29.7748
2015-12-07T09:18:00Z,29.913
2015-12-07T09:19:00Z,30.0788
2015-12-07T09:20:00Z,30.2647
2015-12-07T09:21:00Z,30.4632
2015-12-07T09:22:00Z,30.6636
2015-12-07T09:23:00Z,30.8528
2015-12-07T09:24:00Z,31.0177
2015-12-07T09:25:00Z,31.1457
2015-12-07T09:26:00Z,31.2384
2015-12-07T09:27:00Z,31.3136
2015-12-07T09:28:00Z,31.3903
2015-12-07T09:29:00Z,31.4875
2015-12-07T09:30:00Z,31.6103
2015-12-07T09:31:00Z,31.7377
2015-12-07T09:32:00Z,31.8458
2015-12-07T09:33:00Z,31.9107
2015-12-07T09:34:00Z,31.9193
2015-12-07T09:35:00Z,31.8932
2015-12-07T09:36:00Z,31.8611
2015-12-07T09:37:00Z,31.8518
2015-12-07T09:38:00Z,31.8893
2015-12-07T09:39:00Z,31.9731
2015-12-07T09:40:00Z,32.0942
2015-12-07T09:41:00Z,32.2432
2015-12-07T09:42:00Z,32.4111
2015-12-07T09:43:00Z,32.5868
2015-12-07T09:44:00Z,32.7585
2015-12-07T09:45:00Z,32.9144
